support_tweet_id,customer_message,support_response,created_at
90258,@AppleSupport Where’s the fix for battery killing iOS 11.1.2? 15 minute battery life is not acceptable.,@135587 We know how important battery life is. We'll do everything that we can to ensure you're getting the most out of your. Click here to join us in DM: https://t.co/GDrqU22YpT,2017-11-30 01:46:30+00:00
90260,@135589 @AppleSupport @115858 it's even worse after the latest security update. the system login as administrator automatically after restart or shutdown. without asking for password.???????????😯,"@135588 Reach out to us via DM and let us know the type of Mac that you have, then we can work with you to get this resolved from there. https://t.co/GDrqU22YpT",2017-11-30 15:09:00+00:00
90531,"@AppleSupport @122232 @122232 It’s been 3 days, I can’t get hold of anyone at your company and my parcel is lost in the abyss of your system… what’s going on?",@135590 Are you using the link from the previous message?,2017-11-30 15:08:00+00:00
90534,"@AppleSupport That last message was directed at @122232, I’ve spoken to Apple Support who were great and are investigating for me.","@135590 OK perfect, happy to see! We just wanted to ensure you had a resolution! Feel free to reach out if we can be any further assistance. Our office hours are 7 days a week, from 5AM - 8PM PDT. If you contact us after business hours, we'll respond the following day.",2017-11-30 16:01:29+00:00
90537,Just received new unit of iPhone X. First had horrible yellow screen and this is even worse. Is @AppleSupport gonna finally admit that the some screens are not as good as they claim to be? @116333 #Apple #iPhoneX,@135591 Congratulations on your new iPhone! Let's get to the bottom of what's going on. Please send us a DM with your country and we can get started there. https://t.co/GDrqU22YpT,2017-11-30 15:07:29+00:00
90539,"@AppleSupport I got message notifications but doesn’t show messages in the actual app, been happening since I updated",@135592 We'd be happy to help. What is the actual version you have installed? You can check in Settings &gt; General &gt; About. Tell us more about what's happening in DM. https://t.co/GDrqU22YpT,2017-11-30 15:07:28+00:00
90541,"@135594 @135595 @AppleSupport @115858 tengo el iPhone 7 plus, no me permiten ni descargar el archivo iPSW",@135593  We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,2017-11-30 15:07:28+00:00
90550,Sort it out @AppleSupport ... e-mail app not working #iPhone8,"@135596 Hey, can you tell us what's going on with the Mail app, specifically? Also, to clarify, are you referring to the native Mail app or a third-party mail app? Let us know some details and we'll work towards a solution.",2017-11-30 15:07:28+00:00
90555,"@AppleSupport This ‘unread’ message will not go away. Can’t send to junk, can’t delete... https://t.co/6ADaGO9816",@135596 We totally understand and would like to help. Please join us in Direct Message to start troubleshooting: https://t.co/GDrqU22YpT,2017-11-30 18:50:50+00:00
90556,@AppleSupport  https://t.co/h5QGlm6Vl3,@135596 We can help get your mail deleted! Please join us in DM to start troubleshooting: https://t.co/GDrqU22YpT,2017-11-30 18:31:32+00:00
90558,@AppleSupport Help @AppleSupport ...just updated to iOS 11.2 and STILL this scam e-mail will not move to junk or delete or go away! It’s driving me crazy! HELP!,@135596 We're happy to look into this with you. What kind of email account are you having this issue with?,2017-12-02 20:10:00+00:00
90559,"So every time I go on YouTube and I watch any kind of video, the video stops like it pauses on its own. Idk if it’s a glitch or something. #apple @AppleSupport I’m guessing it’s from the newest beta.","@135597 Hey, we'd like to learn some more details on what's going on so that we can help. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT",2017-11-30 15:07:00+00:00
90561,@115858  @AppleSupport All of my photos have disappeared off my phone! Just out of nowhere..they’re gone,@135598 Hello. We definitely know that your photos are important and we are here to help. Have there been any recent changes to your device? Do you use iCloud Photo Library.,2017-11-30 15:06:29+00:00
90564,@AppleSupport Thanks for replying! The newest one I suppose - 11.1.2,"@135599 Perfect thanks. When you try to update, what happens? Do you receive any error messages?",2017-11-30 15:06:00+00:00
90567,"@AppleSupport IT Just keeps asking me for my password multiple times, to log in to my account and just keeps loading for a long time without downloading","@135599 Thanks. Since this started have you restarted your iPhone at all? If not, let's do that now. Does the issue continue?",2017-11-30 16:18:29+00:00
90570,@AppleSupport I cannot download and update apps on my iPhone 7 ☹️ and it’s not the first time.. really annoying and frustrating,"@135599 That's not the experience we want for you, but we're glad you reached out. So that we can get you back to enjoying your apps, what specific iOS is running under Settings &gt; General &gt; About?",2017-11-23 21:14:27+00:00
90572,@AppleSupport I am trying to update my apps in App Store but it says that I need to pay.,@135600 Hello. There appears to be a billing issue with a previous purchase. Check this out and let us know if it helps: https://t.co/U96y4MTG7k,2017-11-30 15:05:33+00:00
90574,@AppleSupport why does my phone jump from 60% to 30% phone battery and then die before it reaches 20%? So annoying 🙃🙃,@135601 We definitely know you need to rely on your iPhone battery. Let's get this figured out. Which iPhone model do you have? Please DM us. https://t.co/GDrqU22YpT,2017-11-30 15:05:32+00:00
90576,"@AppleSupport hello I do not find on your website an iphone x as big as an iPhone SE? 
#littlehands",@135602 We'll get you pointed in the right direction. You can view the iPhone X technical specifications here: https://t.co/ngwnmNILIr,2017-11-30 15:05:32+00:00
90579,"Dear @115858 @applesupport, why does my keyboard capitalise words which have diacritics in romanian? Example in photo. https://t.co/68EZ93Z6Jv",@135603 We'd like to look into this for you. DM us and tell us which version of iOS you're running. Find that under Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,2017-11-30 15:05:32+00:00
90581,@115858 really hate the way you badically bricked my iPhone 6 when the new phones came out so I would have to upgrade. Phone works like shit now and I’m starting to hate Apple.,@128527 We want to help you get back to enjoying your iPhone 6. Reach out via DM using the link below and let us know what version of iOS you have installed. You can check by tapping Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,2017-11-30 15:04:04+00:00
90584,@AppleSupport Sorry Twitter won't let me DM you because I refuse to give my phone number to a company that cannot safe guard data.   I'm on 11.1.1 and refuse to upgrade to 11.1.2 because of the huge security flaw.,"@128527 We'd like to help you out. If you can't DM, there are other support options here:

 https://t.co/IBIY3vMgPj https://t.co/GDrqU22YpT",2017-11-30 16:13:28+00:00
90585,"@AppleSupport Thanks for the lead, but still got activation issues. What's the best way to get more help?",@135604 Let's look into this a bit deeper. Let us know in DM which country you're located in. https://t.co/GDrqU22YpT,2017-11-30 15:01:32+00:00
90587,@AppleSupport Do I really need to update my OS to login to FaceTime on my mac? Seems extreme? Used to work fine now get ‘activation error’.,"@135604 That's a great question!  While we do recommend keeping your macOS up-to-date, here are a few more steps that you can try: https://t.co/a3pjcxysN2",2017-11-29 02:33:00+00:00
90589,@AppleSupport The last upgrade really messed up my macbook. It works way too slower and spends 10%~/h charge. Is it normal?,"@135605 We're here to help! For the battery, we'd first recommend checking out this article: https://t.co/IS1pJIaZuf For the performance, how much RAM is in your computer? Which apps are open? Let us know in DM using the following link and we'll get started. https://t.co/GDrqU22YpT",2017-11-30 15:01:29+00:00
90592,"@AppleSupport I think -for some reason- it works as it would right now. If the problem keeps occuring, I will contact you via DM. Thank you for the attention. ^^",@135605 That sounds like a plan! We hope you have a great day.,2017-11-30 16:13:29+00:00
90593,"@AppleSupport  I've lost my I phone 6 on Wednesday night in Kolkata, India  please help me to find the phone or track the phone.","@135606 This is never a fun experience. Did you have iCloud with Find My iPhone enabled on the device? If so, you can go to https://t.co/tmRhWEkIq4 to track the device.",2017-11-30 15:01:00+00:00
90595,@AppleSupport why does this keep happening 😐 https://t.co/TQ2bz8CY0R,"@135607 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.2. For more info, check out: https://t.co/4f8hwT5to6",2017-11-30 15:00:28+00:00
90597,"@135609 @AppleSupport Yep, a lot slower. Try restarting a few times","@135608 If you're noticing your iPhone running more slowly that expected, we'd love to look into what's going on with you. Please shoot us a DM and we can get started there. https://t.co/GDrqU22YpT",2017-11-30 15:00:00+00:00
90603,@AppleSupport iOS 11 has some issues the phone hits and runs up battery very fast  when ever music is on for some time yet it was not with iOS 10,"@135610 To clarify, are you noticing an increase in battery usage when listening to music? Which app are you using for music? Also, what's the exact iOS version currently installed? Let us know the details and we'll work towards a resolution.",2017-11-30 14:59:06+00:00
90607,@AppleSupport Am using 11.0.3 version but when ever listening to music the phone hits while consuming power at Avery fast rate and am using the usual music player,"@135610 Can you clarify for us what you mean when you say that the iPhone hits? Also, let's go ahead and back up your device and update the iOS to the latest version. Afterwards, let's see if you notice an improvement with the battery life.",2017-11-30 16:23:28+00:00
90609,@AppleSupport Thanks Apple the issue is sorted after updating to iOS 11.1.2,@135610 We're glad to hear that! Feel free to reach out to us again in the future.,2017-12-01 15:03:00+00:00
90610,"@AppleSupport iTunes - when syncing - backs up, determines which tracks to sync then goes straight to applying changes which goes on forever and syncs nothing. I have imported 4 CD's in the past week and only 1 is on my ipod.","@135612 Follow up with us in DM. Tell us if the issue persist after rebooting your devices, and tell us if you're using a Windows or Mac computer there. https://t.co/GDrqU22YpT",2017-11-30 14:58:42+00:00
90612,"@115858 yet again after another update, my ipod touch will not sync with my laptop and half my artwork is gone. Where can I get help with, and please, don't suggest a genius bar as they were hopeless!","@135612 Hello. You've reached the right place for help. Based on what you've described this issue is software-related. So let's tackle it together. First, which OS version are you running on your iPod Touch and your laptop? Is iTunes up-to-date?",2017-11-29 17:28:00+00:00
90615,I'm developing a new app. This app can access the photo library but doesn't have any photo library usage permission. Is it a bug? #Apple #appleBug #iosbug #swiftlang #iosapp #iOS11 @115858 @AppleSupport @4385 https://t.co/9l6qNIGlSo,@135613 Let's get you in the right place for help. You'll want to reach out for Developer Support here: https://t.co/MN29maiV1D,2017-11-30 14:57:31+00:00
90618,Four videos are suddenly gone from my phone...would the automatic iCloud backing-up do that? Clear space by transferring them there?? That's the only thing that could make any sense. @AppleSupport,@135614 Let's check some settings on your device. Tap Settings &gt; Photos. Is iCloud Photo Library on? Have you signed out of your Apple ID?,2017-11-30 14:57:31+00:00
90621,"@AppleSupport Yes, it's on.
No, I'm signed in.",@135614 Let's move over to DM to work on resolving the issue further. https://t.co/GDrqU22YpT,2017-12-01 02:26:00+00:00
90622,"@AppleSupport The connection is always correct, song info is displayed. 9 out of 10 times closing Waze is solving the issue and the audio is streaming again.",@135615 Let's continue in DM together: https://t.co/GDrqU22YpT,2017-11-30 14:57:31+00:00
90624,"@AppleSupport iPhone6s running 11.1.2, I reproduced issue, caused by @135616 v.4.32.0.2 running in the back preventing @115888 or @318 streaming audio via BT","@135615 If we force close the Waze app, are you able to successfully stream to Bluetooth and remain connected?",2017-11-27 14:18:00+00:00
90626,@AppleSupport Having loads of issues with bluetooth audio streaming since iOS11 in combination with @318 @115888 @135616 updated apps,@135615 We'll do everything we can to help out. What version of iOS 11 is running and on what device? Are you having issues connecting to a specific Bluetooth device?,2017-11-18 13:55:29+00:00
90629,@AppleSupport is there any way I can check if someone had an access to my laptop due #iamroot security issue?,"@135617 Hey, thanks for reaching out. Let's meet in DM and we can continue from there. https://t.co/GDrqU22YpT",2017-11-30 14:57:02+00:00
90631,"@AppleSupport I purchased a Macbook Pro 13"" Touchbar and within 4 days discovered keys were going hard, not inputting properly - should this machine be immediately replaced. If it has to go into a repair centre first, can you say why?",@135618 Thanks for reaching out. We can definitely look into your optoins with you. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,2017-11-30 14:56:29+00:00
90633,@AppleSupport Again https://t.co/XmQ6ATkDu2,"@135619 We'll do all we can to help. To get started, let us know what iOS 11 version is currently installed via DM: https://t.co/GDrqU22YpT",2017-11-30 14:56:00+00:00
90636,@AppleSupport #iOS1112 notifications on the lock screen are buggy yet.,@135619 We can help out with that. Would you be able to provide more details on what's happening?,2017-11-24 15:06:29+00:00
90638,"@115858 ya latest update bummed my phone aye, update 11.1.2 is pure poo it’s never ran as slow and notifications stay on the screen and don’t go away.",@135620 Hi. We'd like to look into this. Let us know in DM what apps and functions you notice this happening with. https://t.co/GDrqU22YpT,2017-11-30 14:55:30+00:00
90640,So my IPhone 6s was on 100% at 10:00am. It’s 10:37am. I’ve been listening Spotify. It’s gone from 100% to 15% in 37 minutes. Surely that’s not normal @115858 @AppleSupport,"@135621 We can help out with battery life. Do you know what version of the iOS is on the device?  If not, you can check under Settings &gt; General &gt; About &gt; Version.",2017-11-30 14:55:30+00:00
90642,@AppleSupport My account is associated with a corporate iOS developer account.,"@135622 OK! Take a look here for a few reasons you may not be able to choose ""None:"" https://t.co/rnB74M0zio For more help with this, please contact our iTunes Store team:  https://t.co/SDIe7UiyJN",2017-11-30 14:55:00+00:00
90644,"@AppleSupport I can't seem to use the payment option ""none"" on my account.  Any suggestions as to how I can resolve this without entering payment details? https://t.co/UCcccGbPQq","@135622 We can get to the bottom of this together. To begin, do you have any active subscriptions or memberships?",2017-11-27 14:33:00+00:00
90646,@AppleSupport Hello! Do you guys know if it is possible to store the Photos app library in a NAS? I don’t need to sync iCloud. Thank you!,"@135623 Hey, we can get you pointed in the right direction for questions regarding Photos. Please reach out to our Photos experts using this link: https://t.co/IBIY3vMgPj They'll help you out.",2017-11-30 14:55:00+00:00
90648,"Hey @AppleSupport @115858 can you let me know why my iPhone 6 (normally fit&amp;well, no previous issues) suddenly has battery issues, mic doesn't work, so can't make calls...I won't be upgrading if that's what you want 😂 but I've paid for the phone now so... solve this pls?😃🙌🏽","@135624 We can certainly work with you to sort this out. First, let's take a look into the battery life. So that we can gather some details, can you tell us the exact iOS version currently installed? Also, what sort of battery issues are you experiencing?",2017-11-30 14:53:32+00:00
90650,"I️ updated my phone recently. The I️ thing never happened to me when it apparently happened to literally everyone else. And NOW it happens? 

Hurry with the next update @115858",@135625 We'd love to help with this. DM us the exact version of the operating system you're using and which model of iPhone and we'll get started. https://t.co/GDrqU22YpT,2017-11-30 14:53:32+00:00
90652,"@AppleSupport excuse me,
I'm got a refund confirmation email but nothing happened.
Do I have to do anythings?","@135626 Thanks for reaching out to us about your refund! To clarify, was this a refund for a purchase in the iTunes Store? Or was this a product purchase?",2017-11-30 14:53:32+00:00
90655,"@AppleSupport Thanks for reply.
I'm purchased music in iTunes Store.",@135626 Thanks. Our iTunes Store Support team would have the best information for you on that. You can contact them here: https://t.co/SDIe7UiyJN,2017-11-30 15:49:00+00:00
90656,@115858 my iPhone after last update is dying sooo quick is on the edge of ridiculousness.. 🤬,"@135627 Battery life is everything! Let's see how we can get yours back to being great. Is it iOS 11.1.2 that you have installed now? When you navigate to Settings &gt; Battery, do you see any alert at the top of this page regarding your battery?",2017-11-30 14:53:31+00:00
90658,"Can you sort an update to put back the option to turn off auto-brightness, @115858 @AppleSupport. Burning my battery and my retina.","@135628 That setting hasn't been removed. If you're using iOS 11, you can turn it off in Settings &gt; General &gt; Accessibility &gt; Display Accommodations.",2017-11-30 14:52:35+00:00
90660,@AppleSupport new iOS turns bluetooth back on each time I power down and reboot my iPhone 6plus. Pretty annoying since turning it off helps battery life.,@135629 We're happy to help with your Bluetooth and Wi-Fi. With iOS 11 there were a few changes to how you can control your connections. Please check out https://t.co/G7BHuQnDS6 for details.,2017-11-30 14:51:55+00:00
90662,@AppleSupport hello my iPhone is a couple of months old and has started randomly switching itself off. I’ve managed to turn it on using a power source but there’s 40% battery. Any advice?,@135630 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this issue with you together. https://t.co/GDrqU22YpT,2017-11-30 14:51:33+00:00
90665,"@AppleSupport I'm trying to recover my Apple ID and when I do it says ""cannot verify account we apologise but we are unable to verify your account information online""",@135631 Being able to access your Apple ID is important. Reach out to the Apple ID team to help take a closer look here: https://t.co/UJm15vmMM2,2017-11-30 14:51:33+00:00
90667,@AppleSupport why can’t I see notifications in my lock screen? Eg a text comes up as ‘text notification’ can’t see who it’s from and it’s starting to seriously annoy me 😟,@135632 We want you to be able to see your notifications properly.  When did this start?  Which iOS version are you running?  Please reply in DM. https://t.co/GDrqU22YpT,2017-11-30 14:50:38+00:00
90669,"@AppleSupport kernel panic last night, today all my application icons are missing… Whats happened? https://t.co/izmgzNa2vC",@135633 We'd be happy to look into this with you. Could you tell us which version of macOS you're running? Do the icons for those apps look normal in the Applications folder?,2017-11-30 14:50:00+00:00
90674,@AppleSupport Here we go! Any ideas? https://t.co/TnZTVZRH6w,@135633 We're glad you were able to partially resolve your issue. Let's continue via DM. Reach out using the link below and let us know if you've restared your Mac since making these changes. https://t.co/GDrqU22YpT,2017-12-01 15:02:05+00:00
90675,"@AppleSupport Hey, is there a way, to Name a specific automation in the iPhone https://t.co/5rrxuQSbLQ? Like „Christmas-Lights“.",@123858 Thank you for reaching out to us. We're happy to help. Take a look here for more information: https://t.co/ept6Vf2rqU,2017-11-30 14:49:00+00:00
90678,"@AppleSupport Ok thats helpful, but my questions was, if there is a way to rename this automations. https://t.co/fnNiKo498S","@123858 OK! Let's take a closer look at this. Please send us a DM, so we can gather a few more details. https://t.co/GDrqU22YpT",2017-11-30 15:57:33+00:00
90679,"#Apple #macOS users/geniuses HALP! 🍎 My computer won't work! I get the first screen of writing, then it tries to load, then the tiny writing in the top left hand corner, it repeats all this about 10 times, then the 🚫 symbol, then it shuts down 🤔😕 @AppleSupport https://t.co/zCZQV9FQyp",@135634 We'd like to help you with your Mac. Take a look at the steps and information here: https://t.co/rO42NAGDmI Let us know if you still need help.,2017-11-30 14:47:00+00:00
90682,"Beste @AppleSupport, hoe zorg ik ervoor dat foto’s en filmpjes  niet DIRECT in iCloud worden opgeslagen? Echt totaal idioot dat ik ze, twee minuten na het nemen, weer moet downloaden om ze aan iemand te versturen. Help, bitte!",@135635 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,2017-11-30 14:47:00+00:00
90687,HELP.Why does my iPhone 5 se not record long videos?I have 34mb free on my phone everything else is in the cloud except for running apps.34mb and it will only take 50sec video?RAGING!!! @AppleSupport #iPhone #Help #iphoneproblems,"@135636 We'd be happy to look into what's causing you to not be able to take videos longer than 50 seconds. Are you able to take multiple videos that cut off at 50 seconds, or do you have to delete one to record another?",2017-11-30 14:46:28+00:00
90691,@AppleSupport This is what I currently have.The free storage amount keeps changing?I have added no other apps or photos or videos. https://t.co/LjZ6lSWzoA,@135636 We always want to help you get things working as they should. DM us and we'll continue there. https://t.co/GDrqU22YpT,2017-11-30 16:10:01+00:00
90601,Anyone else’s iPhone been nothing but dead since iOS 11 update? Sort it out @AppleSupport,"@135609 Thanks for reaching out! It’s important that your iPhone is reliable so you can stay in touch with friends and family. Let’s get to the bottom of the issues you’re having. To start, which version of iOS 11 are you running on the iPhone currently?",2017-11-30 14:45:39+00:00
90694,"@AppleSupport 11.1.2 and I’d say 50% of the time I open any App it crashes, battery life has significantly dropped and phone randomly resets. None of which were issues before update.","@135609 We appreciate you sharing these details with us. Do you know if all the apps are currently up-to-date on the iPhone? We ask as this can affect the performance. Also, when you say the iPhone resets, does it just restart or is it resetting your data?",2017-11-30 15:55:29+00:00
90696,"@AppleSupport All of the apps are up to date, so that isn’t the reason. It restarts, not resets data.",@135609 Does the iPhone show an Apple logo when it restarts or does it show a spinning gear icon? Let us know in DM. We’ll continue working with you there. https://t.co/GDrqU22YpT,2017-11-30 16:33:00+00:00
90698,@AppleSupport @135609 I have a similar issue to this.,@135637 We'd like to help out with that. When did you first notice this? Did you notice it before the upgrade to iOS 11? Let us know in DM. https://t.co/GDrqU22YpT,2017-11-30 18:06:28+00:00
90699,"So I accidentally did the new @115858 update,cause it kept popping up on my screen,n now battery is at 39% after charging all night n went down to 30% in literally 15seconds of use..... WTF?!","@135638 We certainly understand how important a good battery life is. We'd be happy to look into this further with you. 
Which device are we working with? Shoot us a DM and let us know. https://t.co/GDrqU22YpT",2017-11-30 14:45:39+00:00
90701,"@AppleSupport Hello, I have iPhone 6+..the version on this device is 11.0.1(15A402) ...whenever I try to check for software update, it gives this ""An error occurred while checking for software update""
3gb free space on device with a good wifi connection..",@135639 Hello. We'd love to assist you with getting the software update completed. Let us know if this helps: https://t.co/Ui1yTnOCUz,2017-11-30 14:45:00+00:00
90703,"@AppleSupport Updating the phone using iTunes is the only option left. The network is fine, why can't i do it directly on the phone..It always used to do before..",@135639 Are you receiving any specific error messages when trying to download the update on your iPhone over Wi-Fi?,2017-11-30 16:10:34+00:00
90706,"@AppleSupport Yes, it circles for around a minute and then it gives ""An error occurred while checking for software update""...","@135639 Thanks. Were you able to work through the steps in that article? If so, do you receive the same error message when you test with another network?",2017-11-30 17:42:27+00:00
90708,@AppleSupport It’s still the same with other networks,@135639 And you aren't getting a specific error message? DM us and we'll do all we can to get you going. https://t.co/GDrqU22YpT,2017-11-30 19:32:38+00:00
90709,"@115858 I am having big time issues with Safari, using latest Mac OS High Sierra, automatically some new window keep popping up Mac Safekeeper and other ads I have tried various ad blocker but it doesn't work. please solve this issue. using MBP 2016 touchpad version.",@135640 Thanks for reaching out. We know how that could become bothersome while you are trying to research. You will find great guidance and assistance in this support article here: https://t.co/qr0pQfKgYD DM us if the issue remains. https://t.co/GDrqU22YpT,2017-11-30 14:44:30+00:00
90711,"@115858 can’t you just make good phones with good updates please, that google phone is starting to look good, as my 7 won’t turn on",@135641 That is not a good feeling when your phone won’t power on.  Let’s see what we can do to get it working.  Meet us in DM and we will take it from there. https://t.co/GDrqU22YpT,2017-11-30 14:44:30+00:00
90713,@115858 @AppleSupport 82% dropped to 37% in just fifteen minutes.,@135642 Having reliable battery life is important! Let us help you with your iPhone. You’ll want to start by making the recommended changes listed here: https://t.co/bivpdfBNJ6 DM us if you’re still having issues after testing out the changes. https://t.co/GDrqU22YpT,2017-11-30 14:44:29+00:00
90718,and the fix has been locking my screen when idle for just 3/4 minutes. annoying to put password repetitively. @AppleSupport  😬 https://t.co/Cxjww4rrTl,"@135643 Let's take a look at what's going on with your password together. First, we need to check some of your settings. When you go to System Preferences &gt; Security &amp; Privacy &gt; General, when is the password required? Let us know in DM and we'll get started. https://t.co/GDrqU22YpT",2017-11-30 14:44:29+00:00
90720,@AppleSupport @4150 yep i've done that loads of time but it won't work,@135644 Got it. DM us and tell us when you first noticed this issue and we'll continue there. https://t.co/GDrqU22YpT,2017-11-30 14:44:29+00:00
90722,@AppleSupport hello please help my messages app won't work it hasn't for a while when i click to open a message the app closes,@135644 We can help. Are you able to force close all of your apps?  This might help: https://t.co/RqqIctrDWV. Once that is done please try the Messages app again.,2017-11-29 18:58:00+00:00
90724,"Yo,@115858, on my 45 minute commute, I’ve checked my emails (maybe twice), read an article and listened to some Spotify. My battery has dropped from 100% to 65%, what gives? Is it because my phone’s just out of warranty and you want me to spend my hard earned cash on a new one?",@135645 This definitely isn't the experience we want you to have with your iPhone. Let's see what we can do to get it resolved. Which version of iOS are you using? You can find that in Settings &gt; General &gt; About.,2017-11-30 14:44:00+00:00
90726,@AppleSupport how do I cancel my Apple music trial there is no option to?,"@135646 Check out this article, it will provide the steps to cancel a subscription: https://t.co/YKDbvueXrq",2017-11-30 14:43:31+00:00
90755,@AppleSupport My phone’s rebooting every 2 mins,"@135655 Thanks for reaching out to us for support! Let's give the steps in this article a shot, they should resolve it for you: https://t.co/osZOKKTalm https://t.co/GDrqU22YpT",2017-12-02 18:39:00+00:00
90867,@AppleSupport OK. So why whenever I close my Macbook or let my screen sleep I have to power it off and on to make it work? Shouldn't have upgraded.,"@135688 We would like to try a couple of different troubleshooting steps regarding your Mac. There’s a few settings that we can help reset that may clear up your issue.

First would be an SMC reset: https://t.co/FYojVXHuwn

Second would be a NVRAM reset: https://t.co/sf0JEbUJVS",2017-12-02 18:33:57+00:00
90869,@135689 @115858 I stupidly upgraded my Mac to High Sierra this week. Ever since it's been slow and unresponsive! It's rubbish. Never had a problem with it before. Last time I upgrade early.,"@135688 We're here for you, and want assist with the unresponsiveness issues on the Mac. Can you see if the steps in this article help? https://t.co/IrKeo4E8fX",2017-11-30 19:51:00+00:00
90932,"Hey @115858, very concerning  that both my iPhone 5s iPhones started a restart cycle every minute with spinning gear at midnight Dec 2, 2017 after no changes in software for several days. Is this a poison pill to get me to upgrade for Christmas? #FixIOS11","@135703 We understand your concern and we want to help you. Let's back up your device and follow the steps that we offer on our article here: https://t.co/osZOKKTalm

This article will walk you through backing up your device: 
https://t.co/4f8hwT5to6",2017-12-02 18:24:28+00:00
90935,@AppleSupport Thanks @AppleSupport for the reply. Followed these steps earlier today based on a users post on internet. Glad to see an official Apple support page response too. Thanks.,@135703 We’re happy to hear the situation was resolved. Please message us back if you’ve got any other questions in the future. We're online every day from 5am-8pm PST.,2017-12-02 20:42:30+00:00
90989,"@AppleSupport hello, my iPhone 7 keeps crashing? Help",@135716 We're here to help you. Let's follow the steps in this article: https://t.co/osZOKKByWM Before updating we recommend creating a backup of your device. If you continue to have issues DM us and we'll look into things a bit closer there. https://t.co/GDrqU2kzhr,2017-12-02 18:17:00+00:00
91911,@115858 hi first iOS 11 has been updated after the phone started to shake it up even though my phone is 3 months old I am starting to feel uncomfortable in this situation all the problems started to happen after updating.,"@135923 Thanks for reaching us here. We'd like to get some details about what's happening with your iPhone. Have you had a chance to install the latest iOS 11 version, 11.1.2? You can check in Settings &gt; General &gt; About. Please DM us. https://t.co/GDrqU22YpT",2017-11-23 14:22:00+00:00
91913,@115858 fix your shit. The iOS11 update has more bugs than a roach motel 😒,@135924 Thanks for reaching out. We can definitely look into any issues you're experiencing. Send us a DM and let us know which device and specific iOS version you're running currently. We'll go from there. https://t.co/GDrqU22YpT,2017-11-23 14:11:00+00:00
92522,@115858 location services are glitching on Apple maps and google maps. Restarted iPhone and still can’t find me. Anybody else having these issues?,@136033 We're glad to help. What version of iOS are you running? Find that in Settings &gt; General &gt; About. Once we have that we'll move forward from there.,2017-11-30 15:43:01+00:00
92525,@AppleSupport 11.1.2.  iPhone 6 (upgrade is coming),@136033 Thanks. Let's look into that further. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,2017-11-30 16:19:35+00:00
92526,@AppleSupport been trying to get help on the website for hours. No response and nobody free to chat to. I can't update my phone and I think it has a virus. Any help?,@136034 We received your DM and we're happy to follow up with you there shortly. We look forward to helping you get that iPhone updated and addressing any other concerns you may have. https://t.co/GDrqU22YpT,2017-11-30 15:43:00+00:00
92528,"@AppleSupport this is what the new iOS 11 update does. You’ve ruined my phone with the new update. 
I am certain I am not the only one who feels this way. https://t.co/bKStjof2Uw",@136035 We'd be happy to look into this with you more in detail.  Let us know in DM the issue's you're experiencing and the iOS device you're using and we'll continue from there. https://t.co/GDrqU22YpT,2017-11-30 15:42:29+00:00
92530,@AppleSupport Why are you not warning customers about the elaborate scam I just experienced yesterday?!?,@136036 Did you receive a phishing email? We can help with that! Tell us more about what you experienced please.,2017-11-30 15:42:29+00:00
92532,Absolute shock the iPhone 8 &amp; X come out and my 7 starts shutting down on 30% battery @115858 you are dirty eyed boys,@136037 We certainly understand wanting to have your battery life last as long as expected and we'll be happy to help. Reach out to us in DM &amp; let us know which iOS version is installed as well as some more info about the iPhone unexpectedly shutting down. We're happy to help!,2017-11-30 15:42:00+00:00
92534,@AppleSupport Apple Music?? That way I've lost a lot of unnecessary money and I still can't listen to albums and single offline or most of the time even with WIFI because it keeps telling me I need an Apple Music plan for my ITUNES music?? please help,@136038 We'd like to see what's going on with your music you purchase. DM us and let us know which device you are purchasing the music on and if you have iCloud Music Library enabled. We'll get started there. https://t.co/GDrqU2kzhr,2017-11-30 15:42:00+00:00
92537,"@115858 Does this charger come with a warranty? Thank you and have a terrific day.

https://t.co/ikNhJkGb5e",@136039 We would like to help you look into all of your service options.  Please meet us in DM and we can take a closer look. https://t.co/GDrqU22YpT,2017-11-30 15:41:30+00:00
92539,@AppleSupport I just came back from Apple Reseller for a dying iPhone speaker. They asked for my  password in front of every other customers (the phone was as the back of the store). Is it the normal procedure??? I refused.,"@136040 We'd like to take a look at this with you. Reach out to us via DM and let us know which country you're in, and the location that you visited. Then we can go from there. https://t.co/GDrqU22YpT",2017-11-30 15:40:31+00:00
92542,"Since downloading the latest iOS update, watching the battery life on my iPhone 6s Plus go from 100% to 88% in under 1 minute is not a joyous moment 😡 @AppleSupport",@136041 We know how vital the battery is. We want to look into this further with you. Were you using a specific app when this occurred? Please DM us. https://t.co/GDrqU22YpT,2017-11-30 15:40:30+00:00
