example_id,clean_customer_message,customer_message,support_response,intent,expected_escalation,notes
2811,"yes, it works with other phones because i airdropped videos to my friends a week ago without issues but for some reason my laptop won’t show up on airdrop on my phone and vice versa","@AppleSupport yes, it works with other phones because i airdropped videos to my friends a week ago without issues but for some reason my laptop won’t show up on airdrop on my phone and vice versa","@142178 Have you previously been able to use AirDrop on your MacBook? Also, do you have both Bluetooth and Wi-Fi turned on on your MacBook?",app_or_feature_issue,yes,
790,Ok. Thanks,@AppleSupport Ok. Thanks,@123856 You're welcome. Enjoy your day!,other_or_unclear,no,
2993,Can I really not just use a song on my phone as a ringtone?,Can I really not just use a song on my phone as a ringtone? @AppleSupport,@143654 Here's the best information available for ringtones. https://t.co/Pm4DavkQln,app_or_feature_issue,no,
193,why are my I ‘s changing into I️ ?!!!!!,@AppleSupport why are my I ‘s changing into I️ ?!!!!!,@117655 Interesting. Let's look into this. Which iOS version is showing in Settings &gt; General &gt; About?,keyboard_autocorrect_issue,no,
2427,MY PHONE IS UNLOCKED SO WHY CAN'T I VIEW MY NOTIFICATIONS #iOS11,MY PHONE IS UNLOCKED SO WHY CAN'T I VIEW MY NOTIFICATIONS #iOS11 @AppleSupport @115858 @116333 https://t.co/v7o2XNESxl,"@138172 We'll work together to get you able to view those notifications in no time. What happens when you try to view that notification? Also, what iOS version is running and which iPhone model is this happening on?",app_or_feature_issue,no,
595,ios11 made my 7plus so laggy it freezes on apps 24/7. Please fix this,@AppleSupport ios11 made my 7plus so laggy &amp; it freezes on apps 24/7. Please fix this,"@123193 We can help with that and want your iPhone working as expected. To clarify, which version of iOS 11 do you have installed?",device_slow_freezing_crashing,no,
1610,iOS 10.,@AppleSupport iOS 10.,@130034 Thanks for those details. Do you receive an error when trying to update? Are you trying to update wirelessly or through iTunes on a computer?,other_or_unclear,yes,
323,HELP EVERYTIME I️ TYPE I️ ONLY SYMBOLS COME UP I️ WANT TO BE ABLE TO TALK ABOUT MYSELF,@AppleSupport HELP EVERYTIME I️ TYPE I️ ONLY SYMBOLS COME UP I️ WANT TO BE ABLE TO TALK ABOUT MYSELF,@118933 We know it's important to have your device working correctly. We'd like to help. Let's meet in DM. https://t.co/GDrqU22YpT,keyboard_autocorrect_issue,no,
696,7 Plus and most recent,@AppleSupport 7 Plus and most recent,@123671 Thank you. Please send us a DM and tell us the specific version number you see under Settings &gt; General &gt; About &gt; Version. https://t.co/GDrqU22YpT,other_or_unclear,yes,
2903,"And of course my Apple Watch had to screw up on Strava again. I don’t know if it was Strava or Apple Watch’s fault but it needs to be fixed. And no it wasn’t user error, I did the same thing I usually do 😂 work this out please 😩","And of course my Apple Watch had to screw up on Strava again. I don’t know if it was Strava or Apple Watch’s fault but it needs to be fixed. And no it wasn’t user error, I did the same thing I usually do 😂 @6716 @AppleSupport @115858 work this out please 😩",@142832 Thanks for reaching out. We want to help look into this. What kind of issues are you having with your Apple Watch? DM us and let us know: https://t.co/GDrqU22YpT,apple_watch_issue,no,
2277,why is the icon for certain apps in the different than the ones that dlonwload to my home screen?,@AppleSupport why is the icon for certain apps in the @118936 different than the ones that dlonwload to my home screen?,"@137149 Let’s figure this out together. DM us the apps you’re noticing this with, and we’ll get started. https://t.co/GDrqU22YpT",app_or_feature_issue,no,
1460,what’s up with the question mark?,@AppleSupport what’s up with the question mark? https://t.co/7NCCWo9Z89,@128898 Which version of iOS do you have installed on your device? Look at Settings &gt; General &gt; About. We'd be happy to help.,keyboard_autocorrect_issue,no,
1518,I️ CANT FUNCTION WITH MY I’s NOT WORKING FIX THIS.,@115858 I️ CANT FUNCTION WITH MY I’s NOT WORKING FIX THIS.,@129215 We can look further into this issue with you. Message us in DM to continue. https://t.co/GDrqU22YpT,keyboard_autocorrect_issue,no,
332,Can I un-update my phone so it can stop freezing up and I can stop having to reset it 10 times a day? 🙃,Can I un-update my phone so it can stop freezing up and I can stop having to reset it 10 times a day? 🙃@AppleSupport,@119045 Thank you for reaching out to us. Let's take a look at this in DM. https://t.co/GDrqU22YpT,device_slow_freezing_crashing,no,
1400,This stupid update makes my phone die quicker 😑 you guys are playing us! Smfh,This stupid update makes my phone die quicker 😑 @AppleSupport you guys are playing us! Smfh,@128337 Let's check it out. How long does the battery last from a full charge? Does iOS 11.1 show in Settings &gt; General &gt; About?,battery_charging_issue,no,
1843,Also can please tell me why my one year old iPhone is crapping out and always freezes or dies?!?! This shit didn’t happen when I️ had an Android..... 🤔,@115858 Also can @AppleSupport please tell me why my one year old iPhone is crapping out and always freezes or dies?!?! This shit didn’t happen when I️ had an Android..... 🤔,@134523 We would love the opportunity to work with you today to get these issues corrected. Let's begin with finding out which iOS version you are running under Settings &gt; General &gt; About. DM us that version number here: https://t.co/GDrqU22YpT,device_slow_freezing_crashing,no,
